0 0.000299282 0.001
1 0.00135075 0.001
2 -0.00158934 0.001
3 -0.000596596 0.001
4 0.000126178 0.001
5 0.00197552 0.001
6 0.00032855 0.001
7 -0.00159002 0.001
8 -0.00143438 0.001
9 0.000871983 0.001
10 -0.000631201 0.001
11 -0.000755803 0.001
12 -0.00147689 0.001
13 0.00091448 0.000799899
14 0.00039037 0.001
15 -0.000348407 0.001
16 0.000204759 0.000279506
17 0.000379234 0.001
18 0.000937093 0.000753327
19 0.000566282 0.001
20 0.000442042 0.001
21 0.00152251 0.001
22 0.00251263 0.001
23 0.00097053 0.001
24 0.00302375 0.001
25 0.00372679 0.001
26 0.00506005 0.001
27 0.00355661 0.001
28 0.00451665 0.001
29 0.0057239 0.001
30 0.00814493 0.001
31 0.0100663 0.001
32 0.0124153 0.001
33 0.0132983 0.001
34 0.0149622 0.000323296
35 0.0179441 0.001
36 0.0201783 0.001
37 0.0205289 0.001
38 0.024977 0.001
39 0.0252814 0.001
40 0.0299361 0.001
41 0.0312812 0.000846101
42 0.0326174 0.001
43 0.0350434 0.001
44 0.0371782 0.000461708
45 0.0381784 0.000834334
46 0.0384097 4.5476e-05
47 0.0387924 6.95707e-05
48 0.0384186 0.001
49 0.0387933 0.000298209
50 0.0384889 0.000762967
51 0.0382961 0.000930145
52 0.0371474 0.001
53 0.0351994 0.000489293
54 0.0331391 0.001
55 0.0315687 0.000652016
56 0.028034 0.001
57 0.026368 0.001
58 0.0238693 0.001
59 0.0220729 0.001
60 0.018696 0.001
61 0.018133 0.001
62 0.015023 0.001
63 0.0139203 0.001
64 0.00969658 0.001
65 0.00853253 0.001
66 0.00734434 0.001
67 0.00832556 0.001
68 0.0056397 0.001
69 0.00439742 0.001
70 0.00317234 0.001
71 0.00279168 0.001
72 0.00295072 0.000773414
73 0.00428871 0.001
74 0.00276798 0.001
75 0.0008384 0.001
76 -5.98623e-05 0.000906834
77 -5.95035e-05 0.001
78 0.00013746 0.000405236
79 0.00021344 0.000738145
80 -5.85824e-05 0.001
81 2.64407e-05 0.001
82 0.00061927 0.001
83 0.00103673 0.001
84 -0.00121433 0.001
85 -2.91657e-05 0.001
86 -9.48817e-05 0.000110726
87 -0.000414095 0.001
88 0.000630821 0.000641183
89 -0.000772222 0.000520632
90 0.0011489 0.001
91 -0.000701297 0.000955029
92 0.000177834 0.001
93 -0.000682993 0.001
94 0.000637938 0.001
95 0.000219318 0.001
96 -0.00140243 0.001
97 0.00277127 0.001
98 -0.000248369 0.001
99 -0.000865237 0.001
